name,artist,year,bpm,energy,dance,dB,liveness,valence,duration,acousticness,speechiness ,pop,genre,mood
Kickstarts,Example,2010,126,84,61,-4,36,66,182,0,6,64,"hip house, uk dance",Happy
Like I Love You,Justin Timberlake,2002,115,81,85,-5,7,90,284,4,6,64,"dance pop, pop",Happy
Makes Me Wonder,Maroon 5,2007,114,85,80,-2,6,88,211,0,4,64,pop,Happy
"Me, Myself and I",Beyoncï¿,2003,84,46,75,-9,14,54,301,23,8,64,"pop, r&b",Calm
Never Had A Dream Come True,S Club 7,2000,123,53,64,-6,9,43,240,51,3,64,"europop, talent show",Angry
No Diggity,Hï¿½ï,2022,125,78,81,-9,7,44,219,2,5,64,"stutter house, tech house",Angry
Oh (feat. Ludacris),Ciara,2004,128,50,80,-7,7,36,256,0,5,64,"dance pop, hip pop, pop, r&b, urban contemporary",Angry
Omen - Radio Edit,Disclosure,2015,106,79,67,-5,36,62,197,12,14,64,"edm, house, indietronica, uk dance",Happy
One Step At a Time,Jordin Sparks,2007,102,69,77,-5,4,69,205,8,3,64,"dance pop, pop, post teen pop",Happy
One Wish,Ray J,2005,127,65,53,-7,34,59,338,28,28,64,pop rap,Happy
Outta Control - Remix,50 Cent,2005,92,60,77,-6,8,56,248,3,25,64,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",Happy
Overprotected - Radio Edit,Britney Spears,2001,96,89,68,-2,42,85,199,4,7,64,"dance pop, pop",Happy
Pocketful of Sunshine,Natasha Bedingfield,2008,110,88,73,-4,11,68,203,20,4,64,"dance pop, pop, post teen pop",Happy
Promise,Ciara,2006,123,63,70,-6,8,44,267,41,4,64,"dance pop, hip pop, pop, r&b, urban contemporary",Angry
Pure Shores,All Saints,2000,101,66,63,-9,7,41,269,5,2,64,"dance pop, europop, girl group, new wave pop",Angry
Rack City,Tyga,2012,99,34,93,-11,19,27,203,4,37,64,"hip hop, pop rap, rap, trap",Sad
rock,Far East Movement,2010,96,85,66,-6,27,36,211,18,5,64,"asian american hip hop, dance pop, pop rap",Angry
Roll Up,Wiz Khalifa,2011,125,81,52,-5,9,60,228,5,19,64,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",Happy
Salt Shaker,Ying Yang Twins,2003,102,70,88,-6,9,32,252,5,13,64,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",Angry
Save Room,John Legend,2006,112,57,69,-6,10,38,236,5,3,64,"neo soul, pop, pop soul, urban contemporary",Angry
Sorry,Madonna,2005,133,88,59,-6,17,44,282,0,5,64,"dance pop, pop",Angry
Take My Breath - Single Version,The Weeknd,2021,121,74,75,-6,10,52,220,1,5,64,"canadian contemporary r&b, canadian pop, pop",Happy
Video Games,Lana Del Rey,2012,122,26,39,-10,9,18,282,81,3,64,"art pop, pop",Sad
All I Have (feat. LL Cool J),Jennifer Lopez,2002,83,67,70,-5,16,45,254,27,11,63,"dance pop, pop, urban contemporary",Angry
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,2016,95,79,69,-5,5,76,211,2,5,63,"girl group, pop, talent show",Happy
Born to Make You Happy,Britney Spears,1999,84,92,63,-5,7,69,244,12,5,63,"dance pop, pop",Happy
Bump Bump Bump (feat. P. Diddy),B2K,2003,96,68,84,-6,5,89,283,10,21,63,"boy band, contemporary r&b, hip pop, r&b, urban contemporary",Happy
Climax,Usher,2012,136,48,65,-9,16,33,233,55,8,63,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Sad
rock,Ed Sheeran,2019,95,79,75,-6,7,61,206,21,12,63,"pop, singer songwriter pop, uk pop",Happy
Don't Leave,Snakehips,2017,122,70,66,-3,26,34,215,22,8,63,"electropop, uk dance",Angry
Don't Stop Movin',S Club 7,2001,117,67,82,-6,21,91,234,3,3,63,"europop, talent show",Happy
Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,2012,128,89,67,-4,5,53,240,5,5,63,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",Happy
dance,Cascada,2009,127,70,76,-6,31,90,207,2,4,63,"eurodance, europop, german techno, melbourne bounce international",Happy
F**kin' Perfect,P!nk,2010,92,67,56,-5,36,45,213,4,4,63,"dance pop, pop",Angry
Fill Me In,Craig David,2000,132,74,68,-7,6,83,257,38,4,63,british soul,Happy
Fine China,Chris Brown,2014,104,73,65,-5,12,59,213,4,6,63,"r&b, rap",Happy
Gangsta Lovin',Eve,2002,94,84,72,-4,9,83,239,6,6,63,"contemporary r&b, dance pop, hip pop, philly rap, r&b, urban contemporary",Happy
Gimme the Light,Sean Paul,2022,107,76,78,-6,4,92,228,14,5,63,"dance pop, dancehall, pop, pop rap",Happy
Heart Skips a Beat (feat. Rizzle Kicks),Olly Murs,2011,111,88,84,-4,8,88,202,14,6,63,"dance pop, pop, talent show, uk pop",Happy
Hemorrhage (In My Hands),Fuel,2000,152,82,30,-4,8,37,237,0,4,63,"alternative metal, nu metal, post grunge",Angry
Higher,Taio Cruz,2010,128,91,67,-5,16,75,188,0,7,63,"dance pop, pop, pop rap",Happy
Hurtin' Me,Stefflon Don,2017,204,79,54,-5,14,80,213,10,16,63,"dancehall, dancehall queen, uk dancehall, uk hip hop",Happy
I Don't Feel Like Dancin',Scissor Sisters,2006,108,92,71,-3,34,85,288,2,3,63,"dance pop, dance rock",Happy
I Just Wanna Love U (Give It 2 Me),JAY-Z,2000,99,92,80,-5,4,80,228,30,24,63,"east coast hip hop, gangster rap, hip hop, pop rap, rap",Happy
Just a Friend 2002 - Radio Edit,Mario,2002,132,68,54,-6,24,91,214,1,19,63,"dance pop, r&b, southern hip hop, urban contemporary",Happy
Just Fine,Mary J. Blige,2007,123,80,92,-4,10,59,242,4,12,63,"dance pop, hip pop, neo soul, r&b, urban contemporary",Happy
Just Hold On,Steve Aoki,2016,115,93,65,-4,6,37,199,0,8,63,"edm, electro house, pop dance",Angry
Last Night,Keyshia Cole,2007,121,86,92,-5,9,97,256,17,6,63,"hip pop, r&b, urban contemporary",Happy
Leavin',Jesse McCartney,2008,79,71,69,-6,7,89,217,3,5,63,"dance pop, pop, post teen pop",Happy
More Than A Woman,Aaliyah,2001,87,65,66,-6,12,76,230,8,9,63,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",Happy
Ms. New Booty,Bubba Sparxxx,2005,129,62,64,-6,8,61,253,2,42,63,"atl hip hop, country rap, dirty south rap, southern hip hop",Happy
My Neck My Back (Lick It),Khia,2015,102,63,86,-4,5,71,223,3,13,63,"hip pop, trap queen",Happy
Not Nice,PARTYNEXTDOOR,2016,97,50,55,-9,12,72,203,3,9,63,"r&b, rap, urban contemporary",Happy
Of The Night,Bastille,2013,125,83,67,-7,9,35,214,2,4,63,"metropopolis, modern rock, pop",Angry
One Day Like This,Elbow,2008,159,65,43,-6,14,37,394,11,3,63,britpop,Angry
One Love,Blue,2002,95,72,68,-4,35,85,207,2,4,63,boy band,Happy
Over And Over,Nelly,2004,170,52,64,-10,16,46,254,1,8,63,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",Angry
rock,pop,2007,145,71,62,-5,51,68,253,1,4,63,"brooklyn drill, rap",Happy
Putus Atau Terus,Judika,2020,136,19,69,-7,11,39,249,83,4,63,indonesian pop,Sad
Rollout (My Business),Ludacris,2001,131,67,92,-9,59,89,297,9,24,63,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",Happy
Scars,Papa Roach,2004,90,93,46,-3,23,48,208,9,5,63,"alternative metal, nu metal, rap metal, rap rock, rock",Angry
Shortie Like Mine (feat. Chris Brown & Johntï¿½ï¿½ Aus,Bow Wow,2006,142,64,76,-8,19,70,268,7,22,63,"dance pop, dirty south rap, hip pop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",Happy
Sorry,Joel Corry,2019,125,79,74,-5,32,85,189,5,6,63,"dance pop, pop dance, uk dance",Happy
Southside,Lloyd,2004,75,40,69,-9,8,45,278,38,8,63,"hip pop, r&b, southern hip hop, trap, urban contemporary",Sad
Starlight - Radio Edit,The Supermen Lovers,2001,127,68,74,-5,39,79,234,0,4,63,filter house,Happy
Summer Paradise (feat. Sean Paul) - Single Version,Simple Plan,2012,172,82,42,-4,9,75,235,1,5,63,"canadian pop punk, canadian punk, canadian rock, modern rock, neon pop punk, pop punk, pop rock",Happy
Supalonely (feat. Gus Dapperton),BENEE,2020,129,63,86,-5,12,84,223,29,5,63,"alt z, nz pop",Happy
THE FORMULA,will.i.am,2023,78,89,74,-5,13,43,228,31,27,63,"dance pop, pop",Angry
The Great Escape,pop,2007,150,94,42,-4,18,51,207,0,6,63,pops orchestra,Happy
Used To Love (with Dean Lewis),Martin Garrix,2019,119,69,65,-5,34,39,237,46,4,63,"dutch edm, edm, pop, pop dance, progressive house",Angry
Wait,Maroon 5,2018,126,60,66,-5,11,45,191,10,6,63,pop,Angry
What You Waiting For?,Gwen Stefani,2004,136,95,68,-3,38,73,221,5,6,63,"dance pop, pop",Happy
X (with KAROL G),Jonas Brothers,2020,118,83,72,-5,32,75,185,5,6,63,"boy band, pop",Happy
Year 3000,Busted,2002,107,84,59,-7,9,90,196,0,4,63,"boy band, talent show",Happy
A New Day Has Come - Radio Remix,Cï¿½ï¿½line ,2002,92,69,57,-5,15,20,260,8,4,62,canadian pop,Angry
Addictive,Truth Hurts,2002,99,68,70,-7,19,37,226,7,15,62,hip pop,Angry
Blind Faith,Chase & Status,2011,140,85,45,-5,23,40,234,1,5,62,"dancefloor dnb, drum and bass, uk dance",Angry
CoCo,O.T. Genasis,2014,120,63,89,-6,31,18,240,0,13,62,"southern hip hop, trap",Angry
Earthquake (feat. Tinie Tempah),Labrinth,2012,153,86,54,-4,28,26,275,11,10,62,"indie poptimism, pop",Angry
Faded,ZHU,2014,125,48,86,-7,12,60,223,1,5,62,"edm, electro house",Calm
Feel the Love (feat. John Newman),Rudimental,2013,180,71,39,-7,69,24,245,0,6,62,"pop dance, uk dance, uk funky",Angry
Feels (feat. Pharrell Williams & Katy Perry & Big Sean),Calvin Harris,2017,101,75,89,-3,9,87,223,6,6,62,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",Happy
Fun (feat. Chris Brown),Pitbull,2014,114,77,79,-4,19,55,202,16,5,62,"dance pop, miami hip hop, pop",Happy
Get Back,Ludacris,2004,172,64,56,-5,12,18,271,6,26,62,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",Angry
Halfcrazy,soul,2002,102,77,41,-6,5,42,254,46,18,62,"contemporary r&b, neo soul, r&b, urban contemporary",Angry
Heartbroken - Edit,T2,2017,140,76,72,-5,16,88,179,3,3,62,"bass house, old school bassline, uk garage",Happy
How To Love,Lil Wayne,2011,154,66,64,-6,11,27,240,0,4,62,"hip hop, new orleans rap, pop rap, rap, trap",Angry
I Can,Nas,2002,95,89,84,-4,7,69,254,10,18,62,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",Happy
I Know You Want Me (Calle Ocho),Pitbull,2009,127,74,83,-6,24,80,237,1,15,62,"dance pop, miami hip hop, pop",Happy
Imma Be,Black Eyed Peas,2009,92,52,60,-7,31,41,258,18,37,62,"dance pop, pop, pop rap",Angry
Know Me Too Well (with Danna Paola),New Hope Club,2020,123,71,76,-4,6,80,201,43,4,62,boy band,Happy
rock,pop,2006,76,62,89,-6,10,60,230,8,31,62,"brooklyn drill, rap",Happy
Let Me Hold You (Turn Me On),Cheat Codes,2016,103,77,68,-3,35,27,162,10,8,62,"edm, pop, pop dance",Angry
Make It Rain,Fat Joe,2006,149,70,74,-5,8,77,247,1,20,62,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",Happy
Money Maker,Ludacris,2006,79,60,55,-7,30,61,231,15,27,62,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",Happy
Move Along,The All-American Rejects,2005,110,92,53,-4,37,62,239,0,5,62,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post grunge",Happy
dance,Sophie Ellis-Bextor,2002,117,85,73,-5,31,86,230,0,3,62,"dance pop, europop, new wave pop",Happy
Next To Me,Emeli Sandï¿,2012,95,80,66,-5,11,35,197,9,4,62,"r&b, talent show, uk pop",Angry
Nobody To Love - Radio Edit,Sigma,2014,175,92,44,-3,18,18,190,0,4,62,"dancefloor dnb, pop dance, uk dance",Angry
Omen,The Prodigy,2009,140,95,55,-5,28,56,216,0,4,62,"big beat, breakbeat, dance rock, hardcore techno, rave",Happy
Oops (Oh My) [feat. Missy Elliott],Tweet,2002,160,54,66,-9,11,78,238,23,29,62,"contemporary r&b, hip pop, neo soul, r&b, urban contemporary",Happy
Over,Drake,2010,100,85,33,-6,12,43,234,1,28,62,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Angry
PILLOWTALK,ZAYN,2016,125,70,59,-4,9,43,204,10,5,62,"pop, uk pop",Angry
Pretty Green Eyes - Radio Edit,Ultrabeat,2003,140,78,55,-10,7,51,202,21,4,62,"bouncy house, eurodance",Happy
Pretty Wings - uncut,Maxwell,2009,116,40,56,-10,9,20,311,25,7,62,"contemporary r&b, neo soul, quiet storm, r&b, urban contemporary",Sad
Rise & Fall (feat. Sting),Craig David,2002,83,59,41,-8,66,81,287,25,6,62,british soul,Happy
Starships,Nicki Minaj,2012,125,72,75,-2,25,75,211,14,8,62,"hip pop, pop, queens hip hop, rap",Happy
Tattoo,Jordin Sparks,2007,168,77,57,-5,10,55,233,43,4,62,"dance pop, pop, post teen pop",Happy
The Heart Wants What It Wants,Selena Gomez,2014,83,79,62,-5,14,62,227,5,4,62,"pop, post teen pop",Happy
The Logical Song,Scooter,2002,144,89,52,-9,46,53,235,0,4,62,"eurodance, german techno, hamburg electronic, happy hardcore",Happy
This Is Love,will.i.am,2013,129,80,54,-3,14,28,279,0,4,62,"dance pop, pop",Angry
Try Sleeping with a Broken Heart,Alicia Keys,2009,111,82,50,-5,13,55,249,16,11,62,"neo soul, pop, r&b",Happy
Turn My Swag On,soul,2008,150,71,55,-3,41,49,206,0,3,62,"atl hip hop, chicago bop, dance pop, pop rap, rap, southern hip hop, trap",Angry
Waiting All Night (feat. Ella Eyre),Rudimental,2013,175,73,54,-5,43,28,293,0,5,62,"pop dance, uk dance, uk funky",Angry
Wanksta,50 Cent,2003,81,86,80,-4,14,87,219,2,20,62,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",Happy
Wish You Well,Sigala,2019,125,90,67,-4,30,58,206,13,6,62,"dance pop, edm, pop dance, uk dance, uk pop",Happy
Work Hard Play Hard,Wiz Khalifa,2012,140,67,79,-4,30,49,219,4,5,62,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",Angry
You & Me,Marc E. Bassy,2017,84,64,45,-8,19,61,218,4,28,62,indie pop rap,Happy
You Belong With Me,Taylor Swift,2008,130,77,69,-4,11,45,231,16,4,62,pop,Angry
Born To Die,Lana Del Rey,2012,75,64,18,-7,22,39,286,21,4,61,"art pop, pop",Angry
Cool,Gwen Stefani,2004,112,72,71,-4,36,80,189,3,3,61,"dance pop, pop",Happy
Diary (feat. Tony! Toni! Tone! & Jermaine Paul),Alicia Keys,2003,128,47,66,-10,13,28,284,56,3,61,"neo soul, pop, r&b",Sad
Everyday I Love You Less And Less,Kaiser Chiefs,2005,160,96,49,-5,24,58,218,0,4,61,modern rock,Happy
Fit but You Know It,The Streets,2004,172,84,68,-2,3,90,254,23,30,61,"birmingham hip hop, uk garage",Happy
Floating Through Space,Sia,2021,105,84,57,-5,11,28,178,0,7,61,"australian dance, australian pop, pop",Angry
Get It On Tonite,Montell Jordan,1999,99,49,81,-10,8,87,276,24,8,61,"contemporary r&b, hip pop, new jack swing, r&b, urban contemporary",Calm
Get Up (feat. Chamillionaire),Ciara,2006,129,60,96,-7,4,63,262,2,11,61,"dance pop, hip pop, pop, r&b, urban contemporary",Happy
Handbags And Gladrags,Stereophonics,2001,135,73,33,-4,17,21,277,3,3,61,"britpop, modern rock, welsh rock",Angry
Heard It All Before,Sunshine Anderson,2001,97,93,70,-4,10,68,296,6,22,61,"contemporary r&b, hip pop, r&b",Happy
I Love College,Asher Roth,2009,86,83,71,-4,42,66,242,9,24,61,indie pop rap,Happy
Ice Box,Omarion,2006,131,73,78,-5,13,82,256,19,13,61,"dance pop, hip pop, r&b, rap, southern hip hop, trap, urban contemporary",Happy
Idioteque,Radiohead,2000,138,93,62,-8,9,53,309,4,27,61,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",Happy
If Tomorrow Never Comes,Ronan Keating,2002,79,50,56,-6,10,27,214,33,3,61,"europop, talent show",Angry
In Those Jeans,Ginuwine,2003,128,54,69,-6,8,32,243,51,8,61,"contemporary r&b, hip pop, r&b, urban contemporary",Angry
Let It Go,Keyshia Cole,2007,95,72,81,-5,21,77,238,20,21,61,"hip pop, r&b, urban contemporary",Happy
Life Is A Rollercoaster,Ronan Keating,2000,119,79,66,-9,33,86,235,10,3,61,"europop, talent show",Happy
London Bridge,Fergie,2006,91,61,77,-6,17,63,241,22,36,61,"dance pop, pop",Happy
Make Luv,Room 5,2003,125,89,88,-5,4,65,212,1,12,61,"disco house, vocal house",Happy
Mesmerize,Ja Rule,2002,90,65,77,-7,43,39,279,6,19,61,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary",Angry
Miss You,Aaliyah,2002,110,34,68,-10,22,50,245,66,3,61,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",Calm
Music,Madonna,2000,120,80,74,-9,14,87,226,0,7,61,"dance pop, pop",Happy
Need U (100%) (feat. A*M*E) - Radio Edit,Duke Dumont,2013,124,85,67,-5,39,46,174,0,5,61,"edm, house, pop dance, progressive house, uk dance",Angry
Nine Million Bicycles,Katie Melua,2005,82,25,53,-16,12,34,197,52,3,61,uk pop,Sad
Ruby,Kaiser Chiefs,2007,93,94,45,-3,8,45,204,1,5,61,modern rock,Angry
Say Yes,Floetry,2002,118,40,75,-13,11,43,268,21,7,61,"british soul, contemporary r&b, hip pop, neo soul, new jack swing, r&b, urban contemporary",Sad
Scandalous - U.S. Radio Edit,Mis-Teeq,2004,100,67,73,-4,9,65,239,5,3,61,"girl group, uk garage",Happy
Selfish Love (with Selena Gomez),DJ Snake,2021,111,65,72,-8,10,44,169,2,10,61,"dance pop, edm, electronic trap, pop, pop dance",Angry
Sex,Cheat Codes,2016,105,69,60,-6,13,19,228,0,16,61,"edm, pop, pop dance",Angry
Somebody That I Used To Know,Gotye,2011,129,53,86,-7,11,67,245,61,4,61,australian pop,Happy
Sorry Seems To Be The Hardest Word,Blue,2004,79,60,56,-7,38,44,210,18,3,61,boy band,Angry
Spotlight,Jennifer Hudson,2008,109,72,71,-4,7,66,250,4,5,61,"dance pop, r&b, urban contemporary",Happy
Stand Up,Ludacris,2003,99,84,75,-5,9,80,214,37,35,61,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",Happy
Stay (feat. Maty Noyes),Kygo,2015,103,74,65,-8,17,38,239,4,4,61,"edm, pop, pop dance, tropical house",Angry
Thank God I Found You (feat. Joe & 98ï¿½,Mariah Carey,1999,129,53,35,-6,11,15,257,59,3,61,"dance pop, pop, urban contemporary",Angry
The Man,Aloe Blacc,2013,86,76,53,-7,23,47,256,3,4,61,"pop soul, r&b",Angry
Too Close,Alex Clare,2011,126,69,59,-4,11,27,257,1,4,61,modern alternative rock,Angry
Untouched,The Veronicas,2005,177,78,56,-5,15,44,255,2,23,61,"australian pop, candy pop, dance pop, girl group, post teen pop",Angry
White Noise,Disclosure,2013,120,84,67,-6,31,90,278,1,5,61,"edm, house, indietronica, uk dance",Happy
A Little Less Conversation - JXL Radio Edit Remix,Elvis Presley,2002,115,97,60,-6,13,72,212,0,5,60,"rock and roll, rockabilly",Happy
All About You,McFly,2005,130,56,54,-5,10,30,187,20,3,60,"boy band, talent show",Angry
All Day And Night,Jax Jones,2019,122,78,59,-4,16,52,169,27,9,60,"dance pop, edm, house, pop dance, uk dance, uk pop",Happy
Always On Time,Ja Rule,2001,97,71,84,-6,34,84,245,20,29,60,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary",Happy
Baby,Ashanti,2002,158,58,57,-6,3,46,266,1,22,60,"dance pop, hip pop, r&b, urban contemporary",Angry
Be With You,Enrique Iglesias,1999,122,87,68,-5,5,54,219,4,3,60,"dance pop, latin pop, mexican pop",Happy
Breathe,Jax Jones,2017,126,74,72,-6,14,69,208,2,4,60,"dance pop, edm, house, pop dance, uk dance, uk pop",Happy
BUTTERFLY EFFECT,Travis Scott,2018,141,63,76,-6,11,20,191,5,5,60,"hip hop, rap, slap house",Angry
Case Of The Ex (Whatcha Gonna Do),Mï¿½,2000,98,69,77,-5,7,35,237,5,4,60,"contemporary r&b, hip pop, r&b, urban contemporary",Angry
Down With The Trumpets,Rizzle Kicks,2011,115,88,75,-5,24,79,187,9,8,60,"talent show, uk hip hop",Happy
Escape,Enrique Iglesias,2001,126,84,78,-5,14,87,209,3,3,60,"dance pop, latin pop, mexican pop",Happy
Forget You,CeeLo Green,2010,127,88,70,-4,16,77,223,13,6,60,atl hip hop,Happy
Foundations,Kate Nash,2007,84,90,50,-4,8,87,245,9,8,60,"anti folk, piano rock",Happy
From Paris to Berlin,Infernal,2004,126,87,74,-7,4,84,210,10,8,60,eurodance,Happy
Good For You,Selena Gomez,2015,89,68,61,-6,9,21,222,18,5,60,"pop, post teen pop",Angry
folk,Missy Elliott,2002,122,54,71,-5,32,44,235,36,51,60,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, rap, urban contemporary, virginia hip hop",Angry
Got Money,Lil Wayne,2008,82,66,69,-5,68,70,245,0,12,60,"hip hop, new orleans rap, pop rap, rap, trap",Happy
Headsprung,LL COOL J,2004,100,79,72,-6,7,47,267,1,3,60,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap",Angry
Hey Baby,No Doubt,2001,94,87,71,-4,23,75,207,6,13,60,"dance pop, dance rock, permanent wave, pop rock, rock",Happy
Hey Baby (Radio Mix),DJ ï¿½ï¿,2010,135,97,67,-3,35,83,219,12,5,60,"classic schlager, oktoberfest, schlager",Happy
How Come,D12,2004,90,86,75,-2,19,55,250,28,24,60,"detroit hip hop, gangster rap, hip hop",Happy
If You Come Back,Blue,2001,78,71,58,-4,5,70,208,8,3,60,boy band,Happy
In For The Kill,La Roux,2009,150,97,63,0,12,91,249,0,5,60,"alternative dance, electropop, indietronica, neo synthpop",Happy
In The Morning,Razorlight,2006,124,86,62,-3,32,69,222,0,4,60,britpop,Happy
It's Like That,Mariah Carey,2005,96,63,80,-5,4,86,203,6,6,60,"dance pop, pop, urban contemporary",Happy
La La La,pop,2013,125,68,75,-4,11,25,221,11,3,60,hyperpop,Angry
Love Sex Magic (feat. Justin Timberlake),Ciara,2009,107,67,89,-5,34,87,220,2,14,60,"dance pop, hip pop, pop, r&b, urban contemporary",Happy
Mad,Ne-Yo,2008,130,64,73,-5,11,69,255,67,3,60,"dance pop, pop, r&b, urban contemporary",Happy
Met Him Last Night (feat. Ariana Grande),Demi Lovato,2021,145,51,54,-5,10,12,205,22,3,60,"pop, post teen pop",Angry
Millionaire,Kelis,2003,176,85,68,-7,4,75,225,2,11,60,"dance pop, hip pop, neo soul, urban contemporary",Happy
Missing You,Case,2001,86,58,61,-6,6,72,285,28,6,60,"contemporary r&b, r&b",Happy
Music (feat. Marvin Gaye),Erick Sermon,2001,100,47,90,-9,8,88,223,19,20,60,"hardcore hip hop, hip hop",Calm
My Place,Nelly,2004,163,64,60,-4,10,64,337,5,4,60,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",Happy
Nessaja,Scooter,2002,143,84,51,-10,18,13,210,0,4,60,"eurodance, german techno, hamburg electronic, happy hardcore",Angry
Never Be The Same Again,Melanie C,1999,160,69,69,-5,12,40,294,9,5,60,"dance pop, europop, talent show",Angry
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,2010,131,60,76,-6,24,36,264,1,4,60,"atl hip hop, dirty south rap, pop rap, rap, southern hip hop, trap",Angry
Not Fair,Lily Allen,2009,121,86,72,-7,22,95,201,4,4,60,"dance pop, electropop",Happy
Promise,Jagged Edge,2000,128,57,75,-5,3,65,247,14,9,60,"atl hip hop, contemporary r&b, r&b, urban contemporary",Happy
Rise,GABRIELLE,2001,145,48,56,-9,9,63,219,32,3,60,"british soul, new wave pop",Calm
Round Round,Sugababes,2002,127,85,74,-4,12,75,236,0,3,60,"dance pop, europop, girl group, talent show",Happy
Sensual Seduction,Snoop Dogg,2007,120,83,76,-4,6,50,246,0,7,60,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",Happy
Summer On You (feat. Wulf),Sam Feldt,2016,121,73,73,-6,17,60,160,3,4,60,"edm, pop dance, tropical house",Happy
Sunrise,Simply Red,2004,106,73,79,-5,10,94,200,0,3,60,"british soul, new romantic, new wave, new wave pop, soft rock, sophisti pop",Happy
Sweet About Me,Gabriella Cilmi,2008,132,70,67,-5,16,59,202,6,3,60,"australian pop, australian r&b",Happy
There You Go,P!nk,2000,108,85,82,-7,5,67,203,9,9,60,"dance pop, pop",Happy
1955,Hilltop Hoods,2016,84,50,77,-8,30,71,239,72,7,65,australian hip hop,Happy
This I Promise You,*NSYNC,2000,166,58,55,-6,12,48,284,37,3,60,"boy band, dance pop, pop",Angry
This Is Why I'm Hot,MiMS,2007,80,60,62,-6,50,49,254,28,58,60,pop rap,Angry
This Town,Niall Horan,2016,112,41,68,-8,12,20,233,70,3,60,pop,Sad
Tripping,Robbie Williams,2005,118,92,67,-4,6,83,277,4,4,60,"dance rock, europop",Happy
Whataya Want from Me,Adam Lambert,2009,186,67,44,-5,6,46,227,1,4,60,"dance pop, idol, pop, post teen pop",Angry
Written in the Stars (feat. Eric Turner),Tinie Tempah,2010,92,93,66,-4,22,53,208,6,10,60,"dance pop, grime, pop rap",Happy
Acceptable in the 80's,Calvin Harris,2007,128,81,79,-5,5,94,334,1,5,59,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",Happy
Ain't It Funny,Jennifer Lopez,2001,100,87,71,-5,14,57,245,8,5,59,"dance pop, pop, urban contemporary",Happy
Amazing,George Michael,2004,128,75,81,-7,12,88,266,9,4,59,new wave pop,Happy
Battlefield,Jordin Sparks,2009,145,63,61,-3,6,37,242,2,3,59,"dance pop, pop, post teen pop",Angry
Beautiful Monster,Ne-Yo,2010,128,77,71,-7,28,49,252,21,13,59,"dance pop, pop, r&b, urban contemporary",Angry
Beep,The Pussycat Dolls,2005,104,74,94,-6,10,55,229,1,4,59,"dance pop, girl group, pop",Happy
Bodak Yellow,Cardi B,2017,125,72,93,-6,35,46,224,7,11,59,"pop, rap",Angry
Chelsea Dagger,The Fratellis,2006,155,82,51,-3,8,57,203,4,16,59,"garage rock, modern rock, scottish rock",Happy
Don't Call Me Baby,Madison Avenue,1999,125,98,81,-7,35,96,228,6,3,59,"disco house, vocal house",Happy
Excuse Me Miss,JAY-Z,2002,93,86,71,-6,9,89,281,3,29,59,"east coast hip hop, gangster rap, hip hop, pop rap, rap",Happy
Find Your Love,Drake,2010,96,61,63,-6,3,74,209,2,17,59,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Happy
Good Feeling,Flo Rida,2011,128,89,71,-4,31,68,248,6,7,59,"dance pop, miami hip hop, pop, pop rap",Happy
